681.0000	김흠돌 모반 진압
682.0000	국학, 감은사 설치
683.0000	금마저 반란 진압
685.0000	9주5소경, 9서당10정 설치
687.0000	관료전 실시
689.0000	녹읍 폐지, 달구벌 천도시도
695.0000	효소왕, 서시, 남시 설치
698.0000		대조영, 동모산에서 발해 건국(국호 : 진)
713.0000		대조영 발해군왕으로 봉해짐
719.0000		무왕, 즉위, 인안 연호 사용 중경 천도
722.0000	성덕왕, 정전 지급
726.0000		무왕, 대문예를 시켜 흑수말갈 공격
732.0000		무왕, 장문휴를 통해 산둥반도 공격
733.0000	당의 요청으로 발해 공격
735.0000	성덕왕, 당으로부터 대동강 이남의 지배권 인정받음
751.0000	경덕왕, 석굴암, 불국사 건축
756.0000		문왕, 중경 현덕부에서 상경 용천부로 천도
757.0300	경덕왕, 녹읍 부활
757.1200	주의 명칭을 중국식으로 변경
762.0000		문왕, 당으로부터 발해 국왕으로책봉
780.0000	혜공왕 피살
785.0000		문왕, 상경용천부에서 동경 용원부로 천도
788.0000	원성왕, 독서삼품과 실시
793.0000		성왕, 동경 용원부에서 상경 용천부로 천도
821.0000	헌덕왕 도의선사의 가지선문으로부터 선종 유행 시작
822.0000	헌덕왕 김헌창의 난
825.0000	헌덕왕 김범문의 난
828.0000	흥덕왕, 장보고, 청해진 설치
834.0000	흥덕왕, 사치금지령
846.0000	문성왕 장보고의 난
889.0000	진성여왕 원종 애노의 난
892.0000	궁예가 양길 밑으로 들어감, 견훤이 무진주(전라도 광주) 점령, 성장
894.0000	궁예가 양길 밑에서 나와 명주에서 자립, 최치원의 시무10여조 진상
896.0000	궁예가 본진을 철원으로 이동, 왕건이 궁예에게 귀순, 적고적의 난
898.0000	궁예가 송악(개성)으로 본거지 이동
899.0000	궁예가 양길군에 승리
900.0000	견훤이 완산주에(전주) 도읍, 후백제 건국, 오월에 사신, 연호 정개
901.0000	궁예가 후고구려 건국
904.0000	국호 마진, 연호 무태, 광평성 설치, 병부 등 관부 설치
905.0000	마진의 수도를 철원으로 천도
909.0000	왕건이 금성(나주) 공략
911.0000	궁예가 국호를 태봉, 연호를 수덕만세로 함
914.0000	궁예가 연호를 정개로 변경
918.0000	왕건이 궁예 축출, 고려 건국
920.0000	후백제의 대야성 점령
925.0000	후백제가 고려와의 조물성 전투에서 승리, 후당에 사신 , 관직 받음
926.0000		발해 멸망
927.0000	후백제의 경주 침공, 경애왕 사망 -> 경순왕(김부) 즉위
927.0000	공산전투(고려VS후백제) -> 후백제 승, 신숭겸, 김락 사망
930.0000	고창전투(고려VS후백제) -> 고려 승
934.0000	발해의 마지막 세자 대광현의 고려 귀순
935.0300	견훤이 신검에 의해 금산사 미륵전에 감금
935.0600	견훤이 고려에 귀순
935.1100	신라가 고려에 항복
936.0901	일리천 전투
936.0902	후백제 멸망 , 고려의 삼국통일
936.0903	 견훤의 사망(개태사)
