194	고국천왕 진대법(with. 을파소)
242	동천왕 서안평 공격
243	위(관구검)의 침입으로 환도산성 함락
246	고이왕 낙랑군, 대방군 공격
260	고이왕 6좌평 16관등 확립
311	미천왕 서안평 점령
313	미천왕 낙랑 축출
314	미천왕 대방 점령
342	고국원왕 전연(모용황)의 침입
371	고국원왕 전사	근초고왕 고구려 공격
372	소수림왕 불교 수용 및 태학 설립	근초고왕 동진과 외교 수립
373	소수림왕 율령 반포
384	침류왕 불교 수용
400	광개토대왕 왜구 격퇴
410	광개토대왕 동부여 복속
427	장수왕 평양 천도
433	비유왕-눌지마립간 동맹	비유왕-눌지마립간 동맹
472	개로왕, 북위에 고구려 정벌 요청
475	장수왕 한성 점령	개로왕 전사, 문주왕의 웅진천도
479	장수왕 지두우 분할점령 시도
487	소지 마립간 우역 설치
490	소지 마립간 시장 설치
493	동성왕, 신라 이벌찬 비지의 딸과 혼인	소지 마립간, 이벌찬 비지 딸을 동성왕에게 보냄
494	문자왕 북부여 복속
498	동성왕 탐라 복속
502	지증왕. 순장 금지 및 우경 장려
503	지증왕 왕 호칭 사용
505	지증왕 지방 제도 정비
508	지증왕 동시전 설치
509	지증왕 동시 설치
512	무령왕, 양에 사신 파견	지증왕 우산국 정벌
513	무령왕 일본에 단양이 파견
516	무령왕 일본에 고안무 파견
517	법흥왕 병부 설치
520	법흥왕 율령 반포, 공복 제정
521	무령왕, 양에 사신 파견, 백제제군사영동대장군
522	법흥왕 대가야와 혼인동맹
527	법흥왕 불교 공인
531	법흥왕 상대등 설치
532	법흥왕 금관가야 복속
536	법흥왕 연호 사용(건원)
538	성왕 사비 천도, 남부여 개칭
545	진흥왕 국사 편찬(거칠부)
551	성왕, 한강 하류 점령	진흥왕 한강 상류 점령, 단양적성비 건립
552	성왕, 노리사치계 일본에 불교 전파
553	진흥왕 신라가 한강 하류 장악
554	성왕 관산성 전투에서 성왕 사망
555	북한산비
561	창녕비 건립
562	진흥왕 대가야 정복
568	황초령비, 마운령비 건립, 북한산비(?)
578	평원왕, 북주 격파(온달)
590	영양왕, 신라와 아차산성 전투에서 온달 사망
598	영양왕 요서 선공 -> 수 문제 침입
608	진평왕, 원광 통해 걸사표 작성
611	진평왕. 걸사표 수에 발송
612	영양왕 때 수 양제 침입(살수대첩)
631	천리장성 축조 시작
639	무왕, 미륵사 창건
642	연개소문 정권 장악	의자왕 신라 대야성 및 40개 성 점령
645	안시성 전투
647	천리장성 완공
648	진덕여왕 때 나당연합
660	황산벌 전투 -> 백제 멸망 -> 웅진도독부 설치
663	계림도독부 설치 -> 백강전투	계림도독부 설치 -> 백강전투
665	취리산 회맹
666	연남생 당 투항, 연정토 신라 투항
668	고구려 멸망->안동도호부 설치
671	석성전투 승리 -> 사비에 소부리주 설치
674	안승을 보덕왕으로 추대, 금마저에서 보덕국 건설
675	매소성 전투
676	안동도호부/웅진도독부 요동으로 이동(2월) -> 기벌포 전투(11월)
681	김흠돌 모반 진압
682	국학, 감은사 설치
683	금마저 반란 진압
685	9주5소경, 9서당10정 설치
687	관료전 실시
689	녹읍 폐지, 달구벌 천도시도
695	효소왕, 서시, 남시 설치
698	대조영, 동모산에서 발해 건국
719	무왕, 즉위, 인안 연호 사용 중경 천도
722	성덕왕, 정전 지급
726	무왕, 대문예를 시켜 흑수말갈 공격
732	당의 요청으로 발해 공격	무왕, 장문휴를 통해 산둥반도 공격
735	성덕왕, 당으로부터 대동강 이남의 지배권 인정받음
751	경덕왕, 석굴암, 불국사 건축
756	문왕, 중경 현덕부에서 상경 용천부로 천도
757	경덕왕, 녹읍 부활
762	문왕, 당으로부터 발해 국왕으로책봉
780	혜공왕 피살
785	문왕, 상경용천부에서 동경 용원부로 천도
788	원성왕, 독서삼품과 실시
793	성왕, 동경 용원부에서 상경 용천부로 천도
821	헌덕왕 도의선사의 가지선문으로부터 선종 유행 시작
822	헌덕왕 김헌창의 난
825	헌덕왕 김범문의 난
828	흥덕왕, 장보고, 청해진 설치
834	흥덕왕, 사치금지령
846	문성왕 장보고의 난
889	진성여왕 원종 애노의 난
892	궁예가 양길 밑으로 들어감, 견훤이 무진주(전라도 광주) 점령, 성장
894	궁예가 양길 밑에서 나와 명주에서 자립, 최치원의 시무10여조 진상
896	궁예가 본진을 철원으로 이동, 왕건이 궁예에게 귀순, 적고적의 난
898	궁예가 송악(개성)으로 본거지 이동
899	궁예가 양길군에 승리
900	견훤이 완산주에(전주) 도읍, 후백제 건국, 오월에 사신, 연호 정개
901	궁예가 후고구려 건국
904	국호 마진, 연호 무태, 광평성 설치, 병부 등 관부 설치
905	마진의 수도를 철원으로 천도
909	왕건이 금성(나주) 공략
911	궁예가 국호를 태봉, 연호를 수덕만세로 함
914	궁예가 연호를 정개로 변경
918	왕건이 궁예 축출, 고려 건국
920	후백제의 대야성 점령
925	후백제가 고려와의 조물성 전투에서 승리, 후당에 사신 , 관직 받음
926	발해 멸망
927	후백제의 경주 침공, 경애왕 사망 -> 경순왕(김부) 즉위
927	공산전투(고려VS후백제) -> 후백제 승, 신숭겸, 김락 사망
930	고창전투(고려VS후백제) -> 고려 승
934	발해의 마지막 세자 대광현의 고려 귀순
935.03	견훤이 신검에 의해 금산사 미륵전에 감금
935.06	견훤이 고려에 귀순
935.11	신라가 고려에 항복
936.09	일리천 전투
936	후백제 멸망 , 고려의 삼국통일
936	 견훤의 사망(개태사)
